latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,satellite_source,index_right,osm_id,osm_type,facility_type,name,operator,distance_to_facility_m,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,distance_to_facility_km,industrial_facility_present,facility_type_code,day_of_year,month,year,hour,is_day,is_forest_fire_season,is_stubble_burning_season,brightness_difference,frp_brightness_ratio,log_frp,confidence_numeric,is_n20,is_suomi_npp,grid_lat,grid_lon,grid_id,grid_active_days,grid_detection_count,grid_total_frp,grid_brightness_mean,grid_brightness_std,grid_frp_mean,grid_frp_std,grid_n,brightness_zscore_local,frp_zscore_local,used_local_baseline,high_brightness_flag_local,high_frp_flag_local,persistent_location_flag,row_id,landcover_code,landcover_class,weak_label,predicted_class,predicted_class_confidence
9.76998,77.95444,332.5,0.5,0.49,2024-12-09,832,N20,VIIRS,n,2.0NRT,294.85,3.26,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,116410.20966962815,0,0,0,0,116.41020966962814,1,9,344,12,2024,8,1,0,0,37.64999999999998,0.009804511278195488,1.449269160281279,1.0,1,0,9.76,77.95,9.76_77.95,1,2,5.13,332.235,0.3747665940288509,2.565,0.9828784258493009,2,0.9253614398189122,0.41392668951250805,0,0,0,0,113,30.0,Grassland,Other/Unclassified,Other/Unclassified,0.9655982375206696
13.08267,79.97949,301.59,0.52,0.67,2024-12-09,1925,N20,VIIRS,n,2.0NRT,287.87,0.53,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,118501.24238094877,0,0,0,0,118.50124238094877,1,4,344,12,2024,19,0,0,0,13.71999999999997,0.0017573526973706027,0.4252677354043441,1.0,1,0,13.08,79.97,13.08_79.97,7,10,14.08,306.96,4.861099555541813,1.408,0.9192847461175697,10,-1.1046883402908358,-0.9550903609660354,1,0,0,1,114,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9769768652400231
13.15994,80.28136,310.49,0.5,0.66,2024-12-09,1925,N20,VIIRS,n,2.0NRT,285.55,1.1,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150376.7156415914,0,0,0,0,150.3767156415914,1,4,344,12,2024,19,0,0,0,24.939999999999998,0.003542787207317466,0.7419373447293773,1.0,1,0,13.15,80.28,13.15_80.28,10,15,31.96,308.05333333333334,5.417348675013171,2.130666666666667,1.6132906330437382,15,0.44978952119243887,-0.6388598839888784,1,0,0,1,115,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9800834748160726
13.16152,80.27855,306.73,0.5,0.66,2024-12-09,1925,N20,VIIRS,n,2.0NRT,285.68,2.19,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150212.6567839527,0,0,0,0,150.2126567839527,1,4,344,12,2024,19,0,0,0,21.05000000000001,0.007139829817755028,1.1600209167967532,1.0,1,0,13.16,80.27,13.16_80.27,5,5,7.75,304.332,2.8267950049481714,1.55,0.3914715826212677,5,0.848310541019932,1.6348568540137767,1,0,0,1,116,30.0,Grassland,Other/Unclassified,Other/Unclassified,0.9799981704119635
13.0032,79.90566,303.25,0.53,0.67,2024-12-09,1925,N20,VIIRS,n,2.0NRT,287.22,0.48,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,106781.34614211263,0,0,0,0,106.78134614211262,1,4,344,12,2024,19,0,0,0,16.029999999999973,0.0015828524319868094,0.3920420877760237,1.0,1,0,13.0,79.9,13.0_79.9,2,2,1.31,303.235,0.021213203435577133,0.655,0.24748737341529156,2,-0.9712408749196114,-0.8041187488626713,0,0,0,0,117,30.0,Grassland,Other/Unclassified,Other/Unclassified,0.9462957779712167
13.16194,80.28547,301.16,0.78,0.78,2024-12-09,2105,N20,VIIRS,n,2.0NRT,284.89,2.19,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150873.35527989213,0,0,0,0,150.87335527989214,1,4,344,12,2024,21,0,0,0,16.27000000000004,0.007271882056049939,1.1600209167967532,1.0,1,0,13.16,80.28,13.16_80.28,13,23,29.58,306.30347826086955,3.394288797773065,1.286086956521739,0.5416619134280146,23,-1.515333127883543,1.668777185675966,1,0,0,1,118,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9731789787273658
11.5004,77.66466,330.01,0.42,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,299.13,1.56,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,21864.51756067629,0,0,0,0,21.86451756067629,1,9,345,12,2024,8,1,0,0,30.879999999999995,0.004727129480924821,0.9400072584914712,1.0,1,0,11.5,77.66,11.5_77.66,1,1,1.56,330.01,,1.56,,1,0.7639070889232218,-0.33092124042914833,0,0,0,0,119,20.0,Shrubland,Other/Unclassified,Other/Unclassified,0.9480902189131826
10.2006,77.91628,332.12,0.41,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,294.92,2.99,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,68644.58632410265,0,0,0,0,68.64458632410265,1,9,345,12,2024,8,1,0,0,37.19999999999999,0.009002770083102494,1.3837912309017721,1.0,1,0,10.200000000000001,77.91,10.2_77.91,1,1,2.99,332.12,,2.99,,1,0.900721820003506,0.2956273124041275,0,0,0,0,120,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.7580323318929748
10.07669,77.4958,343.83,0.4,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,299.02,12.14,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,88455.01508536655,0,0,0,0,88.45501508536655,1,9,345,12,2024,8,1,0,0,44.81,0.03530814646773115,2.5756610130564646,1.0,1,0,10.07,77.49,10.07_77.49,1,1,12.14,343.83,,12.14,,1,1.660011156946688,4.304661758854808,0,0,1,0,121,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.7384889090210637
9.84554,78.02377,339.41,0.42,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,297.28,6.79,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,109486.34194266512,0,0,0,0,109.48634194266512,1,9,345,12,2024,8,1,0,0,42.13000000000005,0.02000530332046787,2.052840859882657,1.0,1,0,9.84,78.02,9.84_78.02,1,2,9.7,337.36,2.899137802864861,4.85,2.7435743110038042,2,1.373413473830647,1.9605815087443008,0,0,0,0,122,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9249737509124111
9.67397,77.88118,336.45,0.41,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,296.73,3.0,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,126210.34865338879,0,0,0,0,126.21034865338879,1,9,345,12,2024,8,1,0,0,39.71999999999997,0.008916629514043692,1.3862943611198906,1.0,1,0,9.67,77.88,9.67_77.88,1,1,3.0,336.45,,3.0,,1,1.1814838036895838,0.3000087708155489,0,0,0,0,123,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.7540815960366787
11.81672,77.91647,309.14,0.55,0.51,2024-12-10,2048,N20,VIIRS,n,2.0NRT,290.04,1.76,N,VIIRS_N20,15,100015,node,Oil & Gas,Petroleum Refinery #16,,13938.72168331302,0,0,0,0,13.938721683313021,1,7,345,12,2024,20,0,0,0,19.099999999999966,0.005693213430808048,1.0152306797290584,1.0,1,0,11.81,77.91,11.81_77.91,20,43,64.3,308.93627906976747,7.833273664389497,1.4953488372093022,0.7060599894829163,43,0.02600712536811368,0.37482815445259166,1,0,0,1,124,40.0,Cropland,Other/Unclassified,Other/Unclassified,1.0
12.65014,77.90301,315.05,0.53,0.5,2024-12-10,2048,N20,VIIRS,n,2.0NRT,287.51,2.34,N,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,53778.50806485321,0,0,0,0,53.778508064853206,1,1,345,12,2024,20,0,0,0,27.54000000000002,0.007427392477384541,1.205970806988609,1.0,1,0,12.65,77.9,12.65_77.9,3,4,4.51,305.81,6.968428804257114,1.1275,0.8083470789209298,4,-0.20611583854646273,0.01083251566172926,0,0,0,1,125,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.8665076687807521
13.06451,80.18615,299.81,0.38,0.43,2024-12-13,1951,N20,VIIRS,n,2.0NRT,287.68,0.59,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,135995.1437462996,0,0,0,0,135.99514374629962,1,4,348,12,2024,19,0,0,0,12.129999999999995,0.001967913011573997,0.4637340162321401,1.0,1,0,13.06,80.18,13.06_80.18,6,7,5.2,303.98285714285714,2.463112626236104,0.7428571428571429,0.5984901638209905,7,-1.6941398044123162,-0.25540460327909875,1,0,0,1,126,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9354439588530723
13.16292,80.28403,306.34,0.57,0.43,2024-12-13,1951,N20,VIIRS,n,2.0NRT,291.65,0.8,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150799.27715314156,0,0,0,0,150.79927715314156,1,4,348,12,2024,19,0,0,0,14.689999999999998,0.0026114774433635833,0.5877866649021191,1.0,1,0,13.16,80.28,13.16_80.28,13,23,29.58,306.30347826086955,3.394288797773065,1.286086956521739,0.5416619134280146,23,0.010759761854790502,-0.8973991792139149,1,0,0,1,127,10.0,Tree cover,Other/Unclassified,Other/Unclassified,1.0
13.16121,80.28536,306.24,0.57,0.43,2024-12-13,1951,N20,VIIRS,n,2.0NRT,291.2,1.63,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150819.89655474885,0,0,0,0,150.81989655474885,1,4,348,12,2024,19,0,0,0,15.04000000000002,0.005322622779519331,0.9669838461896731,1.0,1,0,13.16,80.28,13.16_80.28,13,23,29.58,306.30347826086955,3.394288797773065,1.286086956521739,0.5416619134280146,23,-0.018701490842850957,0.63492195953328,1,0,0,1,128,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9949874686716792
13.39247,80.09898,301.98,0.39,0.44,2024-12-13,1951,N20,VIIRS,n,2.0NRT,288.82,0.25,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150969.38966755068,0,0,0,0,150.96938966755067,1,4,348,12,2024,19,0,0,0,13.160000000000025,0.0008278693953241936,0.22314355131420976,1.0,1,0,13.39,80.09,13.39_80.09,2,4,2.53,303.8,3.271054875724356,0.6325,0.3505590772846521,4,-1.0535890779868897,-0.904892292325366,0,0,0,0,129,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.8096324956689386
13.16315,80.27982,304.87,0.39,0.59,2024-12-14,1932,N20,VIIRS,n,2.0NRT,292.17,1.31,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150426.44074565227,0,0,0,0,150.4264407456523,1,4,349,12,2024,19,0,0,0,12.699999999999989,0.004296913438514777,0.8372475245337022,1.0,1,0,13.16,80.27,13.16_80.27,5,5,7.75,304.332,2.8267950049481714,1.55,0.3914715826212677,5,0.1903215475682769,-0.6130713202551663,1,0,0,1,130,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9804660738871265
13.16219,80.28056,304.72,0.39,0.59,2024-12-14,1932,N20,VIIRS,n,2.0NRT,292.0,0.92,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,150437.11881253368,0,0,0,0,150.43711881253367,1,4,349,12,2024,19,0,0,0,12.720000000000027,0.0030191651352060906,0.6523251860396903,1.0,1,0,13.16,80.28,13.16_80.28,13,23,29.58,306.30347826086955,3.394288797773065,1.286086956521739,0.5416619134280146,23,-0.4665125318471485,-0.6758587736119108,1,0,0,1,131,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.997857142857143
12.62623,77.90338,312.78,0.56,0.69,2024-12-14,1932,N20,VIIRS,n,2.0NRT,286.16,1.72,N,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,51132.03381814623,0,0,0,0,51.132033818146226,1,1,349,12,2024,19,0,0,0,26.619999999999948,0.005499072830743654,1.000631880307906,1.0,1,0,12.620000000000001,77.9,12.62_77.9,1,1,1.72,312.78,,1.72,,1,-0.35330514639113014,-0.26081790584640424,0,0,0,0,132,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9479412813546613
11.20735,77.56242,298.91,0.71,0.75,2024-12-14,2114,N20,VIIRS,n,2.0NRT,288.66,0.72,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,18138.935047095714,0,0,0,0,18.138935047095714,1,1,349,12,2024,21,0,0,0,10.25,0.002408751798200127,0.5423242908253617,1.0,1,0,11.200000000000001,77.56,11.2_77.56,8,15,15.08,308.0466666666667,7.156664892319064,1.0053333333333334,0.4637712901030092,15,-1.2766654306355243,-0.6152457890827124,1,0,0,1,133,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9801655566655567
11.80848,77.92314,328.29,0.51,0.41,2024-12-15,820,N20,VIIRS,n,2.0NRT,299.57,3.13,D,VIIRS_N20,15,100015,node,Oil & Gas,Petroleum Refinery #16,,13678.328592774342,0,0,0,0,13.678328592774342,1,7,350,12,2024,8,1,0,0,28.720000000000027,0.009534253251698193,1.4182774069729414,1.0,1,0,11.8,77.92,11.8_77.92,10,21,32.72,307.8904761904762,8.630552981235025,1.558095238095238,0.5164263650087885,21,2.3636404125989934,3.043811990268954,1,1,1,1,134,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9611560004323159
11.20535,77.56535,320.14,0.34,0.56,2024-12-15,2053,N20,VIIRS,n,2.0NRT,290.65,1.42,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,17749.963927168577,0,0,0,0,17.749963927168576,1,1,350,12,2024,20,0,0,0,29.49000000000001,0.0044355594427437995,0.883767540168595,1.0,1,0,11.200000000000001,77.56,11.2_77.56,8,15,15.08,308.0466666666667,7.156664892319064,1.0053333333333334,0.4637712901030092,15,1.6898001394913085,0.8941188803959038,1,0,0,1,135,30.0,Grassland,Other/Unclassified,Other/Unclassified,0.9948611111111112
11.18495,79.09976,306.14,0.43,0.62,2024-12-15,2053,N20,VIIRS,n,2.0NRT,289.92,1.19,N,VIIRS_N20,12,100012,node,Power Plant,Thermal Power Station #13,,25387.60322591018,0,0,0,0,25.38760322591018,1,1,350,12,2024,20,0,0,0,16.21999999999997,0.0038871104723329198,0.7839015438284094,1.0,1,0,11.18,79.09,11.18_79.09,10,20,18.59,305.3995,3.199398751081369,0.9295,0.2404267040076872,20,0.23144973715755646,1.083490293123475,1,0,0,1,136,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.997857142857143
11.81657,77.91467,307.92,0.35,0.57,2024-12-15,2053,N20,VIIRS,n,2.0NRT,290.06,1.45,N,VIIRS_N20,15,100015,node,Oil & Gas,Petroleum Refinery #16,,13810.209853397808,0,0,0,0,13.810209853397808,1,7,350,12,2024,20,0,0,0,17.860000000000014,0.004709015328656793,0.8960880245566356,1.0,1,0,11.81,77.91,11.81_77.91,20,43,64.3,308.93627906976747,7.833273664389497,1.4953488372093022,0.7060599894829163,43,-0.1297387418478064,-0.06422802295101517,1,0,0,1,137,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9973684210526316
11.48131,77.4594,342.79,0.4,0.37,2024-12-16,802,N20,VIIRS,n,2.0NRT,300.67,8.59,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,26825.81827053273,0,0,0,0,26.825818270532732,1,9,351,12,2024,8,1,0,0,42.120000000000005,0.02505907406867178,2.2607208888953467,1.0,1,0,11.48,77.45,11.48_77.45,1,1,8.59,342.79,,8.59,,1,1.5925764079782094,2.749244022800172,0,0,1,0,138,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.7210990459693813
12.76216,77.78831,337.56,0.39,0.36,2024-12-16,802,N20,VIIRS,n,2.0NRT,302.01,1.43,D,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,67770.55730796604,0,0,0,0,67.77055730796604,1,1,351,12,2024,8,1,0,0,35.55000000000001,0.004236283919895722,0.8878912573524571,1.0,1,0,12.76,77.78,12.76_77.78,2,7,22.13,341.06142857142856,4.102866593701787,3.1614285714285715,1.1286928807464054,7,-0.8534102904548546,-1.5340121311685573,1,0,0,0,139,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.7539729630272198
12.76547,77.78778,344.81,0.39,0.36,2024-12-16,802,N20,VIIRS,n,2.0NRT,304.2,4.32,D,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,68140.72955063698,0,0,0,0,68.14072955063699,1,1,351,12,2024,8,1,0,0,40.610000000000014,0.01252863896058699,1.6714733033535532,1.0,1,0,12.76,77.78,12.76_77.78,2,7,22.13,341.06142857142856,4.102866593701787,3.1614285714285715,1.1286928807464054,7,0.9136469205032844,1.026471813842987,1,0,0,0,140,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9218518102462341
11.81888,77.91548,305.13,0.52,0.42,2024-12-16,2036,N20,VIIRS,n,2.0NRT,286.45,1.19,N,VIIRS_N20,15,100015,node,Oil & Gas,Petroleum Refinery #16,,14069.841671506303,0,0,0,0,14.069841671506303,1,7,351,12,2024,20,0,0,0,18.680000000000007,0.0038999770589584768,0.7839015438284094,1.0,1,0,11.81,77.91,11.81_77.91,20,43,64.3,308.93627906976747,7.833273664389497,1.4953488372093022,0.7060599894829163,43,-0.48591166769406113,-0.43246868787016923,1,0,0,1,141,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9918691891017867
11.20212,77.56716,318.27,0.51,0.41,2024-12-16,2036,N20,VIIRS,n,2.0NRT,289.9,1.93,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,17378.203389007274,0,0,0,0,17.378203389007275,1,1,351,12,2024,20,0,0,0,28.370000000000005,0.00606403368209382,1.0750024230289759,1.0,1,0,11.200000000000001,77.56,11.2_77.56,8,15,15.08,308.0466666666667,7.156664892319064,1.0053333333333334,0.4637712901030092,15,1.4285052447132962,1.9937988538731815,1,0,0,1,142,10.0,Tree cover,Other/Unclassified,Other/Unclassified,0.9948611111111112
11.8174,77.91515,305.75,0.39,0.36,2024-12-17,2016,N20,VIIRS,n,2.0NRT,288.28,0.97,N,VIIRS_N20,15,100015,node,Oil & Gas,Petroleum Refinery #16,,13915.414289206425,0,0,0,0,13.915414289206424,1,7,352,12,2024,20,0,0,0,17.470000000000027,0.0031725265739983646,0.6780335427498971,1.0,1,0,11.81,77.91,11.81_77.91,20,43,64.3,308.93627906976747,7.833273664389497,1.4953488372093022,0.7060599894829163,43,-0.40676212861711564,-0.744056942801761,1,0,0,1,143,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9913130396524223
11.20251,77.56435,305.83,0.39,0.36,2024-12-17,2016,N20,VIIRS,n,2.0NRT,290.08,0.41,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,17651.932138096006,0,0,0,0,17.651932138096008,1,1,352,12,2024,20,0,0,0,15.75,0.0013406140666383285,0.3435897043900769,1.0,1,0,11.200000000000001,77.56,11.2_77.56,8,15,15.08,308.0466666666667,7.156664892319064,1.0053333333333334,0.4637712901030092,15,-0.30973459006663123,-1.2836787141375283,1,0,0,1,144,40.0,Cropland,Other/Unclassified,Other/Unclassified,0.9866007957559682
10.93045,77.06244,305.56,0.4,0.37,2024-12-17,2016,N20,VIIRS,n,2.0NRT,289.32,0.45,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,71967.18428549009,0,0,0,0,71.96718428549009,1,1,352,12,2024,20,0,0,0,16.24000000000001,0.0014727058515512502,0.37156355643248307,1.0,1,0,10.93,77.06,10.93_77.06,6,7,5.66,302.8671428571428,2.8399983232724897,0.8085714285714286,0.48844749193844,7,0.9481896946172269,-0.7341043499853206,1,0,0,1,145,30.0,Grassland,Other/Unclassified,Other/Unclassified,0.9863578088578089
10.92989,77.06603,301.1,0.4,0.37,2024-12-17,2016,N20,VIIRS,n,2.0NRT,289.01,0.49,N,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,71607.19866456008,0,0,0,0,71.60719866456009,1,1,352,12,2024,20,0,0,0,12.090000000000032,0.001627366323480571,0.3987761199573678,1.0,1,0,10.92,77.06,10.92_77.06,7,11,6.7,302.6445454545455,2.985857878856131,0.6090909090909091,0.1987689384916338,11,-0.5172869966393643,-0.5991424515049251,1,0,0,1,146,,Unknown,Other/Unclassified,Other/Unclassified,0.9945868945868945
10.00933,78.04446,308.01,0.57,0.43,2024-12-18,1957,N20,VIIRS,n,2.0NRT,290.73,1.93,N,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,92445.43143624508,0,0,0,0,92.44543143624509,1,9,353,12,2024,19,0,0,0,17.279999999999973,0.006266030323690789,1.0750024230289759,1.0,1,0,10.0,78.04,10.0_78.04,1,1,1.93,308.01,,1.93,,1,-0.6625972161792574,-0.16880727920655256,0,0,0,0,147,,Unknown,Other/Unclassified,Other/Unclassified,0.9643708021262873
12.64918,77.90309,336.44,0.43,0.62,2024-12-19,1938,N20,VIIRS,n,2.0NRT,285.87,5.7,N,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,53671.93907959992,0,0,0,0,53.67193907959992,1,1,354,12,2024,19,0,0,0,50.56999999999999,0.016942099631435028,1.9021075263969205,1.0,1,0,12.64,77.9,12.64_77.9,2,2,6.23,320.055,23.17188921948315,3.115,3.6557420587344507,2,1.1808353926418105,1.4830025418993564,0,0,0,0,148,,Unknown,Other/Unclassified,Other/Unclassified,0.9220319756418214
12.64964,77.89924,319.44,0.43,0.62,2024-12-19,1938,N20,VIIRS,n,2.0NRT,286.18,5.29,N,VIIRS_N20,6,100006,node,Power Plant,Thermal Power Station #7,,53742.68683045664,0,0,0,0,53.74268683045664,1,1,354,12,2024,19,0,0,0,33.25999999999999,0.01656023040320561,1.8389610707123492,1.0,1,0,12.64,77.89,12.64_77.89,1,1,5.29,319.44,,5.29,,1,0.07853661142625838,1.3033627470310745,0,0,0,0,149,,Unknown,Other/Unclassified,Other/Unclassified,0.9142985385389086
11.44375,77.46748,351.63,0.39,0.44,2024-12-20,826,N20,VIIRS,n,2.0NRT,299.93,6.68,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,29988.331781385372,0,0,0,0,29.988331781385373,1,9,355,12,2024,8,1,0,0,51.69999999999999,0.01899724141853653,2.038619547159581,1.0,1,0,11.44,77.46000000000001,11.44_77.46,1,2,16.54,353.31,2.3758787847868095,8.27,2.248599564173221,2,2.165771774210295,1.912385466218664,0,1,0,0,150,,Unknown,Other/Unclassified,Other/Unclassified,0.9344855636731764
11.44777,77.46694,354.99,0.39,0.44,2024-12-20,826,N20,VIIRS,n,2.0NRT,300.5,9.86,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,29620.404251045475,0,0,0,0,29.620404251045475,1,9,355,12,2024,8,1,0,0,54.49000000000001,0.02777543029381109,2.3850863145057892,1.0,1,0,11.44,77.46000000000001,11.44_77.46,1,2,16.54,353.31,2.3758787847868095,8.27,2.248599564173221,2,2.383637886262311,3.3056892410507035,0,1,1,0,151,,Unknown,Other/Unclassified,Other/Unclassified,0.9321778713654841
11.2123,77.60321,332.67,0.39,0.44,2024-12-20,826,N20,VIIRS,n,2.0NRT,300.34,1.68,D,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,15217.229246907878,0,0,0,0,15.217229246907879,1,1,355,12,2024,8,1,0,0,32.33000000000004,0.005050049598701416,0.9858167945227653,1.0,1,0,11.21,77.60000000000001,11.21_77.6,1,1,1.68,332.67,,1.68,,1,0.9363844276310687,-0.2783437394920903,0,0,0,0,152,,Unknown,Other/Unclassified,Other/Unclassified,0.965718312034016
12.97122,79.91327,300.36,0.67,0.73,2024-12-20,1919,N20,VIIRS,n,2.0NRT,283.71,1.15,N,VIIRS_N20,17,100017,node,Warehouse/Depot,Logistics Hub #18,,105398.8870631067,0,0,0,0,105.3988870631067,1,4,355,12,2024,19,0,0,0,16.650000000000034,0.003828738846717272,0.7654678421395714,1.0,1,0,12.97,79.91,12.97_79.91,2,2,2.61,310.315,14.07849601342414,1.305,0.21920310216782976,2,-1.1586316677262545,-0.5105610352974302,0,0,0,0,153,,Unknown,Other/Unclassified,Other/Unclassified,0.9441562149323399
11.52357,77.66821,330.52,0.39,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,300.76,1.34,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,19650.43974698189,0,0,0,0,19.650439746981892,1,9,356,12,2024,8,1,0,0,29.75999999999999,0.004054217596514584,0.8501509293696101,1.0,1,0,11.52,77.66,11.52_77.66,1,1,1.34,330.52,,1.34,,1,0.7969760523596878,-0.4273133254804215,0,0,0,0,154,,Unknown,Other/Unclassified,Other/Unclassified,0.9681278774718173
11.47827,77.61415,334.49,0.39,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,300.19,1.9,D,VIIRS_N20,14,100014,node,Chemical,Chemical Processing Unit #15,,22980.33512996685,0,0,0,0,22.98033512996685,1,9,356,12,2024,8,1,0,0,34.30000000000001,0.0056802893957965854,1.0647107369924282,1.0,1,0,11.47,77.61,11.47_77.61,1,1,1.9,334.49,,1.9,,1,1.0543952383259096,-0.1819516544408171,0,0,0,0,155,,Unknown,Other/Unclassified,Other/Unclassified,0.9689075006232046
11.47069,77.67638,332.89,0.39,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,300.91,1.67,D,VIIRS_N20,24,100024,node,Power Plant,Thermal Power Station #25,,25100.018231094924,0,0,0,0,25.100018231094925,1,1,356,12,2024,8,1,0,0,31.97999999999996,0.005016672173991409,0.9820784724121582,1.0,1,0,11.47,77.67,11.47_77.67,1,1,1.67,332.89,,1.67,,1,0.9506494706820915,-0.2827251979035118,0,0,0,0,156,,Unknown,Other/Unclassified,Other/Unclassified,0.9648924573331612
11.10388,77.42687,333.35,0.38,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,297.89,2.59,D,VIIRS_N20,18,100018,node,Power Plant,Thermal Power Station #19,,29352.973263253873,0,0,0,0,29.352973263253872,1,1,356,12,2024,8,1,0,0,35.460000000000036,0.007769611519424028,1.2781522025001875,1.0,1,0,11.1,77.42,11.1_77.42,1,1,2.59,333.35,,2.59,,1,0.9804763788796912,0.12036897594726698,0,0,0,0,157,,Unknown,Other/Unclassified,Other/Unclassified,0.9519124663202755
10.74081,77.85687,332.06,0.39,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,297.42,0.91,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,9289.98226294138,0,0,0,0,9.289982262941379,1,9,356,12,2024,8,1,0,0,34.639999999999986,0.002740468590013853,0.6471032420585384,1.0,1,0,10.74,77.85000000000001,10.74_77.85,1,1,0.91,332.06,,0.91,,1,0.8968313537168626,-0.6157160371715463,0,0,0,0,158,,Unknown,Other/Unclassified,Other/Unclassified,0.9729828186105358
9.91195,77.92106,334.42,0.39,0.36,2024-12-21,807,N20,VIIRS,n,2.0NRT,300.24,2.18,D,VIIRS_N20,2,100002,node,Chemical,Chemical Processing Unit #3,,100355.06668957247,0,0,0,0,100.35506668957247,1,9,356,12,2024,8,1,0,0,34.18000000000001,0.006518748878655583,1.1568811967920856,1.0,1,0,9.91,77.92,9.91_77.92,1,1,2.18,334.42,,2.18,,1,1.049856360991493,-0.059270818921014747,0,0,0,0,159,,Unknown,Other/Unclassified,Other/Unclassified,0.9747685513478423
