event_id,retry_pre_attempted,pre_status,attempts_pre,retry_post_attempted,post_status,attempts_post,overall_status,is_real_cdse_data,error_category,timestamp
FIRMS_TN_0483,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:49:21Z
FIRMS_TN_0484,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:49:22Z
FIRMS_TN_0485,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:49:26Z
FIRMS_TN_0486,True,REAL_CDSE_SUCCESS,1,False,MISSING_PRODUCT,0,PARTIAL_PRE_ONLY,True,,2026-09-05T17:49:28Z
FIRMS_TN_0487,True,REAL_CDSE_SUCCESS,1,True,CLOUD_REJECTED,1,PARTIAL_PRE_ONLY,True,,2026-09-05T17:49:32Z
FIRMS_TN_0488,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:49:35Z
FIRMS_TN_0489,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:49:39Z
FIRMS_TN_0490,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:49:43Z
FIRMS_TN_0491,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:49:47Z
FIRMS_TN_0492,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:49:48Z
FIRMS_TN_0493,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:49:50Z
FIRMS_TN_0494,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:49:54Z
FIRMS_TN_0495,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:49:56Z
FIRMS_TN_0496,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:00Z
FIRMS_TN_0497,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:03Z
FIRMS_TN_0498,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:05Z
FIRMS_TN_0499,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:07Z
FIRMS_TN_0500,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:11Z
FIRMS_TN_0501,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:50:15Z
FIRMS_TN_0502,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:18Z
FIRMS_TN_0503,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:23Z
FIRMS_TN_0504,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:25Z
FIRMS_TN_0505,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:27Z
FIRMS_TN_0506,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:28Z
FIRMS_TN_0507,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:50:32Z
FIRMS_TN_0508,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:36Z
FIRMS_TN_0509,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:50:38Z
FIRMS_TN_0510,True,REAL_CDSE_SUCCESS,1,True,CLOUD_REJECTED,1,PARTIAL_PRE_ONLY,True,,2026-09-05T17:50:42Z
FIRMS_TN_0511,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:44Z
FIRMS_TN_0512,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:47Z
FIRMS_TN_0513,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:49Z
FIRMS_TN_0514,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:51Z
FIRMS_TN_0515,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:53Z
FIRMS_TN_0516,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:54Z
FIRMS_TN_0517,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:56Z
FIRMS_TN_0518,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:50:58Z
FIRMS_TN_0519,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:02Z
FIRMS_TN_0520,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:51:05Z
FIRMS_TN_0521,True,REAL_CDSE_SUCCESS,1,True,CLOUD_REJECTED,1,PARTIAL_PRE_ONLY,True,,2026-09-05T17:51:09Z
FIRMS_TN_0522,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:51:10Z
FIRMS_TN_0523,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:14Z
FIRMS_TN_0524,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:18Z
FIRMS_TN_0525,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:20Z
FIRMS_TN_0526,True,REAL_CDSE_SUCCESS,1,False,MISSING_PRODUCT,0,PARTIAL_PRE_ONLY,True,,2026-09-05T17:51:21Z
