latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,satellite_source,row_id,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,distance_to_general_context_m
13.39311,80.07539,308.79,0.45,0.39,2024-12-22,2023,N20,VIIRS,n,2.0NRT,293.14,0.47,N,VIIRS_N20,165,50,Built-up,FAILED_TILE,137212.38560028482,137.21238560028482,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138366.59687622832,138.36659687622833,1026841614,,Mining & Quarry,0,0,0,0,0,137212.38560028482
11.8156,77.91853,305.09,0.39,0.36,2024-12-22,2023,N20,VIIRS,n,2.0NRT,290.81,1.64,N,VIIRS_N20,166,50,Built-up,COVERED,128.95221289907732,0.12895221289907732,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,128.95221289907732,0.12895221289907732,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1887.7843059808538
11.81169,77.92155,305.45,0.39,0.36,2024-12-22,2023,N20,VIIRS,n,2.0NRT,292.43,2.08,N,VIIRS_N20,167,10,Tree cover,COVERED,479.03822529162807,0.47903822529162804,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,479.03822529162807,0.47903822529162804,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,2175.9003763252585
12.05193,79.74717,333.88,0.5,0.49,2024-12-23,730,N20,VIIRS,n,2.0NRT,300.46,3.25,D,VIIRS_N20,168,10,Tree cover,COVERED,3646.2507471629106,3.6462507471629104,554804876,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,1,1,7625.049283101811,7.625049283101811,192061405,Power Station,Power Plant,0,0,0,0,1,3646.2507471629106
11.57135,79.6544,339.36,0.52,0.5,2024-12-23,730,N20,VIIRS,n,2.0NRT,297.47,7.97,D,VIIRS_N20,169,40,Cropland,COVERED,4447.038071488831,4.447038071488831,206113660,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,1,1,11736.764211994765,11.736764211994766,645959123,IL&FS Tamil Nadu Thermal Power Station,Power Plant,0,0,0,0,0,4447.038071488831
10.92947,77.06361,302.8,0.53,0.42,2024-12-23,2004,N20,VIIRS,n,2.0NRT,291.48,0.87,N,VIIRS_N20,170,30,Grassland,FAILED_TILE,20371.91200431255,20.371912004312552,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20371.91200431255,20.371912004312552,3449174406,,Power Plant,0,0,0,0,0,21311.75160211983
11.8166,77.91568,304.41,0.49,0.4,2024-12-23,2004,N20,VIIRS,n,2.0NRT,293.06,2.52,N,VIIRS_N20,171,50,Built-up,COVERED,361.35354769994905,0.36135354769994904,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,361.35354769994905,0.36135354769994904,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1616.6795155717355
13.16163,80.28162,307.96,0.47,0.48,2024-12-24,1944,N20,VIIRS,n,2.0NRT,290.23,1.34,N,VIIRS_N20,172,50,Built-up,FAILED_TILE,116562.47146869994,116.56247146869994,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122229.22423514478,122.22922423514478,1026841614,,Mining & Quarry,0,0,0,0,0,116562.47146869994
13.06699,80.18574,302.18,0.48,0.48,2024-12-24,1944,N20,VIIRS,n,2.0NRT,289.22,0.39,N,VIIRS_N20,173,50,Built-up,FAILED_TILE,103534.9113476196,103.53491134761961,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,108175.88682745348,108.17588682745348,1026841614,,Mining & Quarry,0,0,0,0,0,103534.9113476196
12.6561,77.75505,304.65,0.34,0.56,2024-12-24,1946,N20,VIIRS,n,2.0NRT,288.07,0.42,N,VIIRS_N20,174,40,Cropland,FAILED_TILE,56969.355995427555,56.969355995427556,1046569109,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,60521.82869123569,60.52182869123569,1003159749,,Power Plant,0,0,0,0,0,58807.41939114831
9.8559,77.33848,332.5,0.46,0.47,2024-12-25,832,N20,VIIRS,n,2.0NRT,302.53,3.09,D,VIIRS_N20,175,30,Grassland,COVERED,1892.2454294531476,1.8922454294531477,9101497939,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,1,1,1,1892.2454294531476,1.8922454294531477,9101497939,,Power Plant,0,0,1,1,1,15428.207062648016
10.76445,78.79064,338.28,0.41,0.37,2024-12-27,754,N20,VIIRS,n,2.0NRT,294.36,4.52,D,VIIRS_N20,176,10,Tree cover,COVERED,501.0030636662363,0.5010030636662363,906637570,way,,Industrial Works,Manufacturing & Industrial Works,HIGHER_RELEVANCE,0,1,1,1,1,501.0030636662363,0.5010030636662363,906637570,,Manufacturing & Industrial Works,0,1,1,1,1,517.4097845685224
10.64623,79.0605,344.72,0.4,0.37,2024-12-27,754,N20,VIIRS,n,2.0NRT,297.12,9.95,D,VIIRS_N20,177,20,Shrubland,COVERED,1989.2136361743626,1.9892136361743626,341305246,way,Punnakulam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,1,1,1,3060.2548530762133,3.0602548530762133,441125477,Kurungulam Sugar Mill,Manufacturing & Industrial Works,0,0,0,1,1,8856.486867179217
13.08411,79.97797,304.58,0.54,0.42,2024-12-27,2027,N20,VIIRS,n,2.0NRT,292.75,0.94,N,VIIRS_N20,178,20,Shrubland,FAILED_TILE,102200.12987870489,102.20012987870489,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102480.21731498568,102.48021731498568,1026841614,,Mining & Quarry,0,0,0,0,0,102200.12987870489
13.39336,80.10159,305.88,0.54,0.42,2024-12-27,2027,N20,VIIRS,n,2.0NRT,293.58,1.53,N,VIIRS_N20,179,30,Grassland,FAILED_TILE,137557.33511477127,137.55733511477126,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139123.34537134616,139.12334537134618,1026841614,,Mining & Quarry,0,0,0,0,0,137557.33511477127
11.81603,77.91521,303.31,0.44,0.38,2024-12-27,2029,N20,VIIRS,n,2.0NRT,290.52,0.95,N,VIIRS_N20,180,10,Tree cover,COVERED,368.084768811036,0.36808476881103597,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,368.084768811036,0.36808476881103597,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1548.9910897650022
11.8112,77.9226,304.57,0.44,0.38,2024-12-27,2029,N20,VIIRS,n,2.0NRT,292.3,1.36,N,VIIRS_N20,181,10,Tree cover,COVERED,510.5420451642938,0.5105420451642938,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,602.2345643216164,0.6022345643216164,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2291.841982113864
8.65828,78.11434,333.53,0.58,0.52,2024-12-28,737,N20,VIIRS,n,2.0NRT,293.5,6.71,D,VIIRS_N20,182,80,Permanent water bodies,FAILED_TILE,55134.39880952583,55.134398809525834,1264776476,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,55134.39880952583,55.134398809525834,1264776476,,Power Plant,0,0,0,0,0,90010.45297736833
12.99904,79.90917,323.67,0.38,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.42,1.42,N,VIIRS_N20,183,30,Grassland,FAILED_TILE,91693.31969401459,91.69331969401459,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91693.31969401459,91.69331969401459,1026841614,,Mining & Quarry,0,0,0,0,0,92776.24587504196
11.80998,77.9227,306.04,0.42,0.37,2024-12-28,2010,N20,VIIRS,n,2.0NRT,294.45,1.43,N,VIIRS_N20,184,50,Built-up,COVERED,374.7060314288412,0.3747060314288412,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,700.5421964938238,0.7005421964938238,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2312.45992761705
11.36158,79.23222,304.49,0.39,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.35,0.55,N,VIIRS_N20,185,50,Built-up,COVERED,512.5342865747808,0.5125342865747808,93323695,way,Ramco Cements,Construction Materials,Cement & Construction Materials,HIGHER_RELEVANCE,0,1,1,1,1,512.5342865747808,0.5125342865747808,93323695,Ramco Cements,Cement & Construction Materials,0,1,1,1,1,14808.406276249772
13.19071,80.22569,304.05,0.38,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.31,1.75,N,VIIRS_N20,186,40,Cropland,FAILED_TILE,117939.52315420927,117.93952315420927,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122476.57928817681,122.47657928817681,1026841614,,Mining & Quarry,0,0,0,0,0,117939.52315420927
11.818,77.91617,309.86,0.42,0.37,2024-12-28,2010,N20,VIIRS,n,2.0NRT,292.31,1.51,N,VIIRS_N20,187,10,Tree cover,COVERED,381.61444074956063,0.38161444074956063,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,448.9735379428195,0.4489735379428195,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1720.7851004493998
13.39401,80.10009,312.26,0.38,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.73,1.64,N,VIIRS_N20,188,30,Grassland,FAILED_TILE,137609.35115213177,137.60935115213178,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139149.77357783445,139.14977357783445,1026841614,,Mining & Quarry,0,0,0,0,0,137609.35115213177
13.16097,80.28578,304.34,0.38,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.33,2.17,N,VIIRS_N20,189,50,Built-up,FAILED_TILE,116634.18793483214,116.63418793483214,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122374.01568205359,122.3740156820536,1026841614,,Mining & Quarry,0,0,0,0,0,116634.18793483214
13.06441,80.18712,304.75,0.38,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,292.87,0.56,N,VIIRS_N20,190,10,Tree cover,FAILED_TILE,103294.88576244436,103.29488576244437,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,107980.89882015469,107.98089882015469,1026841614,,Mining & Quarry,0,0,0,0,0,103294.88576244436
11.10632,79.16979,304.27,0.39,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.12,0.4,N,VIIRS_N20,191,50,Built-up,COVERED,242.77062998955867,0.24277062998955867,84737250,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,1,1,1,1,1,2061.4627833921104,2.0614627833921104,178523278,,Mining & Quarry,0,0,0,1,1,242.77062998955867
11.18189,79.09865,310.19,0.39,0.36,2024-12-28,2010,N20,VIIRS,n,2.0NRT,293.11,0.8,N,VIIRS_N20,192,50,Built-up,COVERED,339.65514324508894,0.33965514324508894,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,823.3589322952018,0.8233589322952019,1468887795,,Power Plant,0,1,1,1,1,645.0374307050696
13.42006,80.09048,299.51,0.39,0.44,2024-12-29,1953,N20,VIIRS,n,2.0NRT,286.91,1.07,N,VIIRS_N20,193,30,Grassland,FAILED_TILE,140365.8222010186,140.3658222010186,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,141676.9345193366,141.67693451933658,1026841614,,Mining & Quarry,0,0,0,0,0,140365.8222010186
13.00249,79.90515,303.22,0.4,0.6,2024-12-30,1932,N20,VIIRS,n,2.0NRT,287.44,0.83,N,VIIRS_N20,194,20,Shrubland,FAILED_TILE,91995.07965534682,91.99507965534683,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91995.07965534682,91.99507965534683,1026841614,,Mining & Quarry,0,0,0,0,0,93179.72889465526
11.4404,77.99475,331.85,0.51,0.41,2024-12-31,820,N20,VIIRS,n,2.0NRT,292.7,3.43,D,VIIRS_N20,195,40,Cropland,COVERED,4618.387673342534,4.618387673342534,340340839,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,6971.003636645242,6.971003636645242,297537877,,Mining & Quarry,0,0,0,0,1,8603.832756384296
11.68432,79.29988,337.24,0.41,0.45,2024-12-31,820,N20,VIIRS,n,2.0NRT,296.3,2.41,D,VIIRS_N20,196,10,Tree cover,COVERED,3303.970515288745,3.303970515288745,341037767,way,Ulundurpet,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,10311.933418075501,10.311933418075501,1119513114,,Mining & Quarry,0,0,0,0,0,14537.207940166105
12.26136,77.4773,348.28,0.49,0.4,2024-12-31,820,N20,VIIRS,n,2.0NRT,303.57,10.24,D,VIIRS_N20,197,10,Tree cover,FAILED_TILE,15831.010216118273,15.831010216118273,1467381349,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,15843.27147070533,15.843271470705329,13570496,,Power Plant,0,0,0,0,0,52063.093164553444
12.24911,77.47062,331.21,0.49,0.4,2024-12-31,820,N20,VIIRS,l,2.0NRT,302.87,3.31,D,VIIRS_N20,198,20,Shrubland,FAILED_TILE,14403.97019208102,14.40397019208102,13570496,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,14403.97019208102,14.40397019208102,13570496,,Power Plant,0,0,0,0,0,52810.542318337146
13.15986,80.28521,306.51,0.49,0.65,2024-12-31,2053,N20,VIIRS,n,2.0NRT,292.53,1.12,N,VIIRS_N20,199,50,Built-up,FAILED_TILE,116497.5902352988,116.4975902352988,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122236.05421773117,122.23605421773117,1026841614,,Mining & Quarry,0,0,0,0,0,116497.5902352988
11.78081,77.7215,306.42,0.35,0.56,2024-12-31,2053,N20,VIIRS,n,2.0NRT,290.2,0.76,N,VIIRS_N20,200,40,Cropland,COVERED,5949.818790234501,5.9498187902345006,876239831,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,1,5949.818790234501,5.9498187902345006,876239831,,Mining & Quarry,0,0,0,0,1,9400.140903787573
11.77863,77.72128,304.69,0.35,0.56,2024-12-31,2053,N20,VIIRS,n,2.0NRT,290.68,0.68,N,VIIRS_N20,201,40,Cropland,COVERED,6087.816170906925,6.087816170906925,876239831,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,1,6087.816170906925,6.087816170906925,876239831,,Mining & Quarry,0,0,0,0,1,9387.272351579395
11.184,79.09882,303.23,0.44,0.62,2024-12-31,2053,N20,VIIRS,n,2.0NRT,291.34,0.44,N,VIIRS_N20,202,50,Built-up,COVERED,252.67863442655874,0.25267863442655875,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,702.0572128003425,0.7020572128003425,1468887795,,Power Plant,0,1,1,1,1,703.35730473581
10.9299,77.06393,302.8,0.32,0.55,2024-12-31,2055,N20,VIIRS,n,2.0NRT,289.27,0.51,N,VIIRS_N20,203,40,Cropland,FAILED_TILE,20337.7321341047,20.337732134104698,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20337.7321341047,20.337732134104698,3449174406,,Power Plant,0,0,0,0,0,21264.676863695306
10.93015,77.06202,301.78,0.32,0.55,2024-12-31,2055,N20,VIIRS,n,2.0NRT,289.94,0.41,N,VIIRS_N20,204,40,Cropland,FAILED_TILE,20546.716758749903,20.546716758749902,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20546.716758749903,20.546716758749902,3449174406,,Power Plant,0,0,0,0,0,21456.975208276086
8.98492,77.60124,341.7,0.41,0.37,2025-01-01,800,N20,VIIRS,n,2.0NRT,303.02,8.35,D,VIIRS_N20,205,30,Grassland,FAILED_TILE,36432.02552744043,36.43202552744043,3148284509,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,36432.02552744043,36.43202552744043,3148284509,,Power Plant,0,0,0,0,0,51054.227677722614
9.00014,77.61005,330.68,0.4,0.37,2025-01-01,800,N20,VIIRS,n,2.0NRT,299.15,2.68,D,VIIRS_N20,206,40,Cropland,FAILED_TILE,37376.201125159,37.376201125159,3148284509,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,37376.201125159,37.376201125159,3148284509,,Power Plant,0,0,0,0,0,49358.23098905635
12.76551,77.78887,344.2,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,304.08,4.8,D,VIIRS_N20,207,50,Built-up,FAILED_TILE,59609.64417276814,59.609644172768135,1134097095,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,60651.23410771064,60.65123410771064,971761880,,Mining & Quarry,0,0,0,0,0,63578.53106330613
12.76221,77.7894,342.74,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,303.09,2.68,D,VIIRS_N20,208,50,Built-up,FAILED_TILE,59675.86267276918,59.67586267276918,1134097095,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,60832.097874539126,60.83209787453912,971761880,,Mining & Quarry,0,0,0,0,0,63568.04039751054
9.27809,78.04165,330.24,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,298.26,1.58,D,VIIRS_N20,209,10,Tree cover,FAILED_TILE,17878.976203449758,17.878976203449756,1002789486,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,17878.976203449758,17.878976203449756,1002789486,,Power Plant,0,0,0,0,0,23966.13621540064
9.95182,77.59099,334.88,0.4,0.37,2025-01-01,802,N20,VIIRS,n,2.0NRT,302.88,2.79,D,VIIRS_N20,210,40,Cropland,COVERED,180.58017042174993,0.18058017042174992,3154159835,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,180.58017042174993,0.18058017042174992,3154159835,,Power Plant,1,1,1,1,1,6163.49943971751
10.33826,78.88723,333.68,0.38,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,299.81,3.52,D,VIIRS_N20,211,20,Shrubland,COVERED,5070.475960950876,5.070475960950875,665737267,way,,Other Industrial,Generic Industrial Building,GENERAL_CONTEXT,0,0,0,0,1,9739.823679493464,9.739823679493464,1002131171,Nizam Supari Factory,Manufacturing & Industrial Works,0,0,0,0,1,5070.475960950876
10.69594,77.54763,332.04,0.4,0.37,2025-01-01,802,N20,VIIRS,n,2.0NRT,302.19,1.55,D,VIIRS_N20,212,50,Built-up,COVERED,1411.7067856357476,1.4117067856357475,9117542639,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,1,1,1,1411.7067856357476,1.4117067856357475,9117542639,,Power Plant,0,0,1,1,1,11440.726481374522
10.94611,79.13213,336.33,0.38,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,300.28,2.79,D,VIIRS_N20,213,10,Tree cover,COVERED,7482.198308177201,7.482198308177201,340697959,way,Sathamangalam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,1,8639.53628091618,8.639536280916179,541287337,Sugar Factory,Manufacturing & Industrial Works,0,0,0,0,1,17812.28496199812
11.25105,77.11478,334.75,0.4,0.37,2025-01-01,802,N20,VIIRS,n,2.0NRT,304.6,1.99,D,VIIRS_N20,214,30,Grassland,FAILED_TILE,14671.187639902322,14.671187639902323,17338131,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,14671.187639902322,14.671187639902323,17338131,,Power Plant,0,0,0,0,0,19313.912712044134
11.94915,78.9861,330.37,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,300.24,3.36,D,VIIRS_N20,215,30,Grassland,COVERED,3354.832710190662,3.354832710190662,342137009,way,Ariyalur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,12710.302699571643,12.710302699571642,4938983210,Kallakurichi Coop Sugar Mills,Manufacturing & Industrial Works,0,0,0,0,0,22590.11614915046
11.70016,77.97418,332.68,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,302.89,1.69,D,VIIRS_N20,216,30,Grassland,COVERED,1321.9970531717313,1.3219970531717313,340479229,way,Taramangalam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,1,1,1,6502.443528996521,6.502443528996522,974689399,,Manufacturing & Industrial Works,0,0,0,0,1,7688.809640542141
11.88465,79.34978,337.29,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,301.5,3.68,D,VIIRS_N20,217,10,Tree cover,COVERED,4893.160422651487,4.893160422651487,341813942,way,Thiruvennainallur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,17212.541863568942,17.21254186356894,759521384,,Mining & Quarry,0,0,0,0,0,5270.532267559363
11.5132,78.5043,331.55,0.38,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,303.06,10.79,D,VIIRS_N20,218,40,Cropland,COVERED,5214.957979207941,5.2149579792079415,813893974,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,1,5214.957979207941,5.2149579792079415,813893974,,Mining & Quarry,0,0,0,0,1,8039.296205240038
11.35749,77.60499,331.35,0.39,0.36,2025-01-01,802,N20,VIIRS,n,2.0NRT,300.22,2.28,D,VIIRS_N20,219,40,Cropland,COVERED,2650.77629575828,2.65077629575828,337856783,way,Gandhi Nagar,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,4318.3239385165125,4.318323938516513,9676101702,Dheeranraj textiles,Manufacturing & Industrial Works,0,0,0,1,1,9297.811553132831
11.81757,77.91451,302.01,0.53,0.42,2025-01-01,2036,N20,VIIRS,n,2.0NRT,291.5,1.33,N,VIIRS_N20,220,60,Bare/sparse vegetation,COVERED,528.232756284961,0.528232756284961,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,0,1,1,1,1,528.232756284961,0.528232756284961,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,1535.7676188721457
11.18145,79.09953,307.52,0.42,0.45,2025-01-01,2036,N20,VIIRS,n,2.0NRT,290.33,1.23,N,VIIRS_N20,221,50,Built-up,COVERED,442.69171365079484,0.44269171365079485,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,776.5643265705869,0.7765643265705869,1468887795,,Power Plant,0,1,1,1,1,742.7396264127269
11.81676,77.91927,308.7,0.53,0.42,2025-01-01,2036,N20,VIIRS,n,2.0NRT,291.7,1.33,N,VIIRS_N20,222,50,Built-up,COVERED,24.938585319909933,0.024938585319909935,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,278.34322208250785,0.27834322208250784,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1996.3206965395193
11.35407,77.32398,301.85,0.5,0.41,2025-01-01,2036,N20,VIIRS,n,2.0NRT,290.64,0.5,N,VIIRS_N20,223,50,Built-up,COVERED,1349.1749216929948,1.3491749216929947,336571813,way,Nambiyur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,1,1,1,7232.666080450238,7.232666080450238,1359264500,Malayappalayam EB Sub Station,Manufacturing & Industrial Works,0,0,0,0,1,11519.24923513297
11.18356,79.10158,307.96,0.42,0.45,2025-01-01,2036,N20,VIIRS,n,2.0NRT,290.43,1.27,N,VIIRS_N20,224,50,Built-up,COVERED,455.0856799746628,0.4550856799746628,1468887795,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,455.0856799746628,0.4550856799746628,1468887795,,Power Plant,1,1,1,1,1,982.0898656985822
11.49499,77.31486,308.42,0.49,0.41,2025-01-01,2036,N20,VIIRS,n,2.0NRT,290.58,1.25,N,VIIRS_N20,225,40,Cropland,COVERED,3948.0062501695697,3.94800625016957,336571752,way,Periyakodiveri,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,17034.079105325432,17.034079105325432,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,4196.089449755789
11.49306,77.31637,311.48,0.49,0.41,2025-01-01,2036,N20,VIIRS,n,2.0NRT,290.51,1.27,N,VIIRS_N20,226,10,Tree cover,COVERED,3963.710178794028,3.963710178794028,1263289204,way,Saravana Polythreads Pvt. Ltd.,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,1,1,16828.46736971789,16.82846736971789,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,3963.710178794028
13.0309,79.92147,301.8,0.45,0.47,2025-01-01,2036,N20,VIIRS,n,2.0NRT,284.17,0.61,N,VIIRS_N20,227,10,Tree cover,FAILED_TILE,95418.46563205044,95.41846563205044,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,95418.46563205044,95.41846563205044,1026841614,,Mining & Quarry,0,0,0,0,0,96267.9393392016
13.39424,80.09948,302.39,0.45,0.47,2025-01-01,2036,N20,VIIRS,n,2.0NRT,288.04,0.94,N,VIIRS_N20,228,30,Grassland,FAILED_TILE,137626.77468966597,137.62677468966598,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139156.90396156747,139.15690396156748,1026841614,,Mining & Quarry,0,0,0,0,0,137626.77468966597
11.00075,78.41774,331.64,0.39,0.44,2025-01-02,741,N20,VIIRS,n,2.0NRT,300.45,1.61,D,VIIRS_N20,229,40,Cropland,COVERED,2111.407234582634,2.111407234582634,17368798,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,2111.407234582634,2.111407234582634,17368798,,Power Plant,0,0,0,1,1,13142.16226541553
12.76237,78.00354,330.67,0.39,0.44,2025-01-02,743,N20,VIIRS,n,2.0NRT,302.73,2.5,D,VIIRS_N20,230,30,Grassland,FAILED_TILE,66739.65935929085,66.73965935929084,425335457,way,Palavadi,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,82642.26335504063,82.64226335504063,1536206840,HPCL Dharmapuri Terminal,"Oil, Gas & Chemical",0,0,0,0,0,73928.90702104177
