latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,satellite_source,row_id,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,distance_to_general_context_m
13.08376,79.97999,308.81,0.49,0.48,2025-01-09,1946,N20,VIIRS,n,2.0NRT,289.48,1.17,N,VIIRS_N20,323,20,Shrubland,FAILED_TILE,102168.68136416374,102.16868136416375,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102493.23282188807,102.49323282188807,1026841614,,Mining & Quarry,0,0,0,0,0,102168.68136416374
10.93198,77.55813,299.79,0.33,0.55,2025-01-09,1946,N20,VIIRS,n,2.0NRT,287.83,0.28,N,VIIRS_N20,324,40,Cropland,COVERED,646.6072262661334,0.6466072262661333,11845351792,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,1,1,1,1,646.6072262661334,0.6466072262661333,11845351792,,Power Plant,0,1,1,1,1,2296.342416555826
11.37769,77.35635,332.0,0.49,0.49,2025-01-10,834,N20,VIIRS,n,2.0NRT,296.18,1.71,D,VIIRS_N20,325,10,Tree cover,COVERED,4845.924572607859,4.845924572607859,1198547815,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,10214.604384113494,10.214604384113494,1359264500,Malayappalayam EB Sub Station,Manufacturing & Industrial Works,0,0,0,0,0,9727.903619405377
13.19121,80.2813,300.58,0.49,0.65,2025-01-10,1925,N20,VIIRS,n,2.0NRT,284.85,0.57,N,VIIRS_N20,326,40,Cropland,FAILED_TILE,119681.22594543823,119.68122594543823,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,125136.34504170615,125.13634504170615,1026841614,,Mining & Quarry,0,0,0,0,0,119681.22594543823
13.16068,80.2821,304.75,0.49,0.65,2025-01-10,1925,N20,VIIRS,n,2.0NRT,289.54,1.19,N,VIIRS_N20,327,50,Built-up,FAILED_TILE,116478.36020204065,116.47836020204065,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122159.80888356765,122.15980888356765,1026841614,,Mining & Quarry,0,0,0,0,0,116478.36020204065
12.99741,79.90338,303.22,0.51,0.66,2025-01-10,1925,N20,VIIRS,n,2.0NRT,286.82,0.66,N,VIIRS_N20,328,30,Grassland,FAILED_TILE,91405.70973570843,91.40570973570843,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91405.70973570843,91.40570973570843,1026841614,,Mining & Quarry,0,0,0,0,0,92625.15009802765
12.99128,79.90255,298.08,0.51,0.66,2025-01-10,1925,N20,VIIRS,n,2.0NRT,284.76,0.66,N,VIIRS_N20,329,10,Tree cover,FAILED_TILE,90718.74491144183,90.71874491144183,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,90718.74491144183,90.71874491144183,1026841614,,Mining & Quarry,0,0,0,0,0,91949.10452156635
9.55959,77.2526,339.39,0.4,0.37,2025-01-11,813,N20,VIIRS,n,2.0NRT,294.53,4.69,D,VIIRS_N20,330,30,Grassland,COVERED,7092.4192553177445,7.092419255317744,310070120,way,Suruliyar,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,1,7092.4192553177445,7.092419255317744,310070120,Suruliyar,Power Plant,0,0,0,0,1,35092.143055037624
9.56013,77.25623,332.2,0.4,0.37,2025-01-11,813,N20,VIIRS,n,2.0NRT,291.71,4.69,D,VIIRS_N20,331,10,Tree cover,COVERED,6921.299331665356,6.921299331665356,310070120,way,Suruliyar,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,1,6921.299331665356,6.921299331665356,310070120,Suruliyar,Power Plant,0,0,0,0,1,34733.70871622703
8.13922,77.58295,333.34,0.4,0.37,2025-01-11,813,N20,VIIRS,n,2.0NRT,299.79,2.61,D,VIIRS_N20,332,10,Tree cover,FAILED_TILE,38583.9909447222,38.5839909447222,1081579633,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,38583.9909447222,38.5839909447222,1081579633,,Mining & Quarry,0,0,0,0,0,46945.12544481186
12.99835,79.90646,306.38,0.36,0.58,2025-01-11,2048,N20,VIIRS,n,2.0NRT,285.89,1.02,N,VIIRS_N20,333,30,Grassland,FAILED_TILE,91566.21981760405,91.56621981760405,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91566.21981760405,91.56621981760405,1026841614,,Mining & Quarry,0,0,0,0,0,92713.08109396885
11.81491,77.91808,302.41,0.56,0.52,2025-01-11,2048,N20,VIIRS,n,2.0NRT,290.83,1.9,N,VIIRS_N20,334,50,Built-up,COVERED,48.98458533478792,0.048984585334787924,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,48.98458533478792,0.048984585334787924,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1825.1187925035588
11.18388,79.0989,307.19,0.35,0.56,2025-01-11,2048,N20,VIIRS,n,2.0NRT,287.45,0.81,N,VIIRS_N20,335,50,Built-up,COVERED,262.33232314237773,0.26233232314237775,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,698.2072474726497,0.6982072474726496,1468887795,,Power Plant,0,1,1,1,1,707.3362400201812
11.43351,77.34338,312.45,0.52,0.5,2025-01-11,2048,N20,VIIRS,n,2.0NRT,288.97,0.99,N,VIIRS_N20,336,20,Shrubland,COVERED,2796.611047985778,2.796611047985778,1467377953,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,13907.907974521997,13.907907974521997,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,3696.1499683844427
12.99838,79.90594,304.46,0.36,0.58,2025-01-11,2048,N20,VIIRS,n,2.0NRT,285.68,0.86,N,VIIRS_N20,337,20,Shrubland,FAILED_TILE,91559.71067229408,91.55971067229407,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91559.71067229408,91.55971067229407,1026841614,,Mining & Quarry,0,0,0,0,0,92719.10692844719
13.3941,80.10033,301.71,0.37,0.58,2025-01-11,2048,N20,VIIRS,n,2.0NRT,286.62,0.74,N,VIIRS_N20,338,30,Grassland,FAILED_TILE,137622.4273852717,137.6224273852717,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139166.324567592,139.166324567592,1026841614,,Mining & Quarry,0,0,0,0,0,137622.4273852717
13.30202,79.47368,302.13,0.5,0.41,2025-01-12,2029,N20,VIIRS,n,2.0NRT,289.58,0.71,N,VIIRS_N20,339,10,Tree cover,FAILED_TILE,127762.55404814293,127.76255404814293,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,127762.55404814293,127.76255404814293,1026841614,,Mining & Quarry,0,0,0,0,0,136403.1976236896
13.0976,79.75738,301.04,0.53,0.42,2025-01-12,2029,N20,VIIRS,n,2.0NRT,285.58,0.42,N,VIIRS_N20,340,20,Shrubland,FAILED_TILE,101208.02662490573,101.20802662490573,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,101208.02662490573,101.20802662490573,1026841614,,Mining & Quarry,0,0,0,0,0,105666.77443994542
8.90227,77.86367,332.77,0.47,0.4,2024-11-01,820,N,VIIRS,n,2.0NRT,297.62,4.54,D,VIIRS_SUOMI_NPP,341,40,Cropland,FAILED_TILE,55883.74651325777,55.88374651325777,17369385,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,55883.74651325777,55.88374651325777,17369385,,Power Plant,0,0,0,0,0,59120.1308163252
10.46357,77.84547,330.32,0.49,0.4,2024-11-01,822,N,VIIRS,n,2.0NRT,294.18,3.68,D,VIIRS_SUOMI_NPP,342,30,Grassland,COVERED,2977.5854856879946,2.9775854856879946,310694377,way,Reddiyarchatram,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,5672.488223732066,5.672488223732066,1268396569,,Power Plant,0,0,0,0,1,9138.035431517546
13.15854,80.28359,310.97,0.79,0.78,2024-11-01,1913,N,VIIRS,n,2.0NRT,284.86,5.59,N,VIIRS_SUOMI_NPP,343,50,Built-up,FAILED_TILE,116303.01895208268,116.30301895208268,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122024.35815248029,122.02435815248029,1026841614,,Mining & Quarry,0,0,0,0,0,116303.01895208268
13.15899,80.28084,315.11,0.79,0.78,2024-11-01,1913,N,VIIRS,n,2.0NRT,285.01,5.64,N,VIIRS_SUOMI_NPP,344,50,Built-up,FAILED_TILE,116257.22222079131,116.25722222079132,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,121930.0170976518,121.9300170976518,1026841614,,Mining & Quarry,0,0,0,0,0,116257.22222079131
11.18414,79.10126,303.51,0.43,0.62,2024-11-01,2055,N,VIIRS,n,2.0NRT,287.46,0.58,N,VIIRS_SUOMI_NPP,345,50,Built-up,COVERED,450.2868295502201,0.4502868295502201,1468887795,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,450.2868295502201,0.4502868295502201,1468887795,,Power Plant,1,1,1,1,1,962.4438169788496
11.80874,77.9237,298.62,0.35,0.57,2024-11-01,2055,N,VIIRS,n,2.0NRT,287.21,1.85,N,VIIRS_SUOMI_NPP,346,50,Built-up,COVERED,238.2820559650022,0.2382820559650022,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,875.4225894924213,0.8754225894924212,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2437.9395226398706
9.29491,79.06944,337.04,0.38,0.36,2024-11-02,801,N,VIIRS,n,2.0NRT,295.45,5.41,D,VIIRS_SUOMI_NPP,347,10,Tree cover,COVERED,2871.5212403196306,2.8715212403196304,11850487562,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,2871.5212403196306,2.8715212403196304,11850487562,,Power Plant,0,0,0,1,1,16366.742663966828
10.63004,77.4669,336.59,0.4,0.37,2024-11-02,801,N,VIIRS,n,2.0NRT,296.66,3.01,D,VIIRS_SUOMI_NPP,348,30,Grassland,COVERED,337.8261491686382,0.33782614916863823,11848030174,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,337.8261491686382,0.33782614916863823,11848030174,,Power Plant,1,1,1,1,1,3315.052383609388
10.79266,78.01292,330.23,0.39,0.36,2024-11-02,801,N,VIIRS,n,2.0NRT,294.31,1.9,D,VIIRS_SUOMI_NPP,349,40,Cropland,COVERED,233.91234043622575,0.23391234043622575,11847815110,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,233.91234043622575,0.23391234043622575,11847815110,,Power Plant,1,1,1,1,1,10476.725142744874
11.68599,79.03794,333.44,0.38,0.36,2024-11-02,801,N,VIIRS,n,2.0NRT,298.07,3.0,D,VIIRS_SUOMI_NPP,350,10,Tree cover,COVERED,2702.823315056084,2.702823315056084,1467377962,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,3183.187342781008,3.183187342781008,815790484,,Mining & Quarry,0,0,0,1,1,6366.415183485206
13.39204,80.10352,305.79,0.44,0.46,2024-11-02,2036,N,VIIRS,n,2.0NRT,291.23,2.97,N,VIIRS_SUOMI_NPP,351,30,Grassland,FAILED_TILE,137437.35037291847,137.43735037291847,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139037.86563574828,139.0378656357483,1026841614,,Mining & Quarry,0,0,0,0,0,137437.35037291847
11.18124,79.09919,306.97,0.42,0.45,2024-11-02,2038,N,VIIRS,n,2.0NRT,289.17,1.04,N,VIIRS_SUOMI_NPP,352,50,Built-up,COVERED,432.6863111461704,0.4326863111461704,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,819.9264708804886,0.8199264708804886,1468887795,,Power Plant,0,1,1,1,1,707.7907100121145
11.808,77.92326,306.08,0.52,0.42,2024-11-02,2038,N,VIIRS,n,2.0NRT,289.32,1.92,N,VIIRS_SUOMI_NPP,353,50,Built-up,COVERED,150.28430659679753,0.15028430659679753,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,907.332267623369,0.907332267623369,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2404.7792080793433
11.81181,77.92392,303.38,0.52,0.42,2024-11-02,2038,N,VIIRS,n,2.0NRT,289.52,1.33,N,VIIRS_SUOMI_NPP,354,10,Tree cover,COVERED,578.8981084058486,0.5788981084058485,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,689.8721484299417,0.6898721484299417,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2433.604693681302
11.18253,79.10263,304.44,0.42,0.45,2024-11-02,2038,N,VIIRS,n,2.0NRT,289.59,1.26,N,VIIRS_SUOMI_NPP,355,10,Tree cover,COVERED,460.7683193757693,0.4607683193757693,1468887795,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,460.7683193757693,0.4607683193757693,1468887795,,Power Plant,1,1,1,1,1,1081.4396033861683
12.91178,79.89191,344.15,0.47,0.39,2024-11-03,743,N,VIIRS,n,2.0NRT,294.93,8.03,D,VIIRS_SUOMI_NPP,356,40,Cropland,FAILED_TILE,81812.6765757137,81.81267657571371,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,81812.6765757137,81.81267657571371,1026841614,,Mining & Quarry,0,0,0,0,0,83197.60372146683
11.39463,77.1191,330.8,0.38,0.59,2024-11-09,733,N,VIIRS,n,2.0NRT,297.71,2.54,D,VIIRS_SUOMI_NPP,357,30,Grassland,FAILED_TILE,19230.882705329303,19.230882705329304,336571755,way,Bannari Amman Sugars,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,19284.11087109634,19.284110871096342,17338131,,Power Plant,0,0,0,0,0,19295.69240169026
11.14266,76.89446,330.38,0.4,0.6,2024-11-09,733,N,VIIRS,n,2.0NRT,288.88,2.44,D,VIIRS_SUOMI_NPP,358,30,Grassland,FAILED_TILE,39329.52346534671,39.32952346534671,1008711605,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,40970.06189831468,40.970061898314675,1008711557,,Mining & Quarry,0,0,0,0,0,39329.52346534671
13.12178,79.84028,342.92,0.47,0.48,2024-11-09,733,N,VIIRS,n,2.0NRT,273.1,5.33,D,VIIRS_SUOMI_NPP,359,40,Cropland,FAILED_TILE,104263.05165348912,104.26305165348911,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,104263.05165348912,104.26305165348911,1026841614,,Mining & Quarry,0,0,0,0,0,106961.86579290552
13.08049,79.98437,308.65,0.41,0.37,2024-11-09,2004,N,VIIRS,n,2.0NRT,290.05,0.63,N,VIIRS_SUOMI_NPP,360,30,Grassland,FAILED_TILE,101823.12650254091,101.8231265025409,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102251.94324584119,102.25194324584119,1026841614,,Mining & Quarry,0,0,0,0,0,101823.12650254091
13.08105,79.98058,305.95,0.41,0.37,2024-11-09,2004,N,VIIRS,n,2.0NRT,290.08,1.14,N,VIIRS_SUOMI_NPP,361,10,Tree cover,FAILED_TILE,101869.8004517081,101.8698004517081,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102215.23956679436,102.21523956679437,1026841614,,Mining & Quarry,0,0,0,0,0,101869.8004517081
13.39108,80.10101,306.27,0.41,0.37,2024-11-09,2004,N,VIIRS,n,2.0NRT,289.74,0.89,N,VIIRS_SUOMI_NPP,362,40,Cropland,FAILED_TILE,137298.04819360576,137.29804819360575,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138862.2741016328,138.8622741016328,1026841614,,Mining & Quarry,0,0,0,0,0,137298.04819360576
12.85254,79.90463,306.22,0.41,0.37,2024-11-09,2006,N,VIIRS,n,2.0NRT,286.95,1.24,N,VIIRS_SUOMI_NPP,363,30,Grassland,FAILED_TILE,75611.76099462462,75.61176099462462,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75611.76099462462,75.61176099462462,1026841614,,Mining & Quarry,0,0,0,0,0,76533.61124568385
12.85171,79.90358,316.68,0.41,0.37,2024-11-09,2006,N,VIIRS,n,2.0NRT,287.26,1.35,N,VIIRS_SUOMI_NPP,364,60,Bare/sparse vegetation,FAILED_TILE,75497.84338604167,75.49784338604167,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75497.84338604167,75.49784338604167,1026841614,,Mining & Quarry,0,0,0,0,0,76448.42685196822
12.84911,79.9041,318.43,0.41,0.37,2024-11-09,2006,N,VIIRS,n,2.0NRT,287.42,1.24,N,VIIRS_SUOMI_NPP,365,20,Shrubland,FAILED_TILE,75226.7625801575,75.2267625801575,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75226.7625801575,75.2267625801575,1026841614,,Mining & Quarry,0,0,0,0,0,76156.40189082544
11.20334,77.56705,298.97,0.5,0.41,2024-11-09,2006,N,VIIRS,n,2.0NRT,271.9,0.53,N,VIIRS_SUOMI_NPP,366,30,Grassland,COVERED,426.17796181616524,0.42617796181616524,823591866,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,1,1,1,1,1,426.17796181616524,0.42617796181616524,823591866,,Mining & Quarry,1,1,1,1,1,1408.5283606803473
12.71976,79.57167,331.94,0.51,0.66,2024-11-10,711,N,VIIRS,n,2.0NRT,294.12,5.91,D,VIIRS_SUOMI_NPP,367,40,Cropland,FAILED_TILE,62617.58802307244,62.61758802307244,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,62617.58802307244,62.61758802307244,1026841614,,Mining & Quarry,0,0,0,0,0,73885.92919765567
12.18344,79.5451,331.26,0.53,0.67,2024-11-10,711,N,VIIRS,n,2.0NRT,292.68,6.93,D,VIIRS_SUOMI_NPP,368,40,Cropland,FAILED_TILE,7406.627435627412,7.406627435627412,705173099,way,Sree Amman Transformer Works,Industrial Works,Manufacturing & Industrial Works,HIGHER_RELEVANCE,0,0,0,0,1,7406.627435627412,7.406627435627412,705173099,Sree Amman Transformer Works,Manufacturing & Industrial Works,0,0,0,0,1,14843.90944166525
11.69097,79.10184,329.39,0.58,0.69,2024-11-10,711,N,VIIRS,n,2.0NRT,296.46,3.5,D,VIIRS_SUOMI_NPP,369,40,Cropland,COVERED,4576.919223874287,4.576919223874287,1467377962,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,10161.691557267326,10.161691557267327,815790484,,Mining & Quarry,0,0,0,0,0,4968.115157789773
11.81698,77.91642,302.6,0.33,0.55,2024-11-10,1946,N,VIIRS,n,2.0NRT,287.53,1.23,N,VIIRS_SUOMI_NPP,370,50,Built-up,COVERED,332.92102388825714,0.3329210238882571,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,338.39383793461695,0.33839383793461697,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1706.4319504750747
10.23154,78.85571,330.48,0.58,0.52,2024-11-11,834,N,VIIRS,n,2.0NRT,295.37,2.1,D,VIIRS_SUOMI_NPP,371,20,Shrubland,COVERED,10619.653117543523,10.619653117543523,665751399,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,11405.775569811407,11.405775569811407,13470287,,Power Plant,0,0,0,0,0,10619.653117543523
8.63081,77.77,334.89,0.4,0.37,2024-11-12,813,N,VIIRS,n,2.0NRT,301.83,2.7,D,VIIRS_SUOMI_NPP,372,20,Shrubland,FAILED_TILE,62638.25060276931,62.63825060276931,758873221,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,62638.25060276931,62.63825060276931,758873221,,Mining & Quarry,0,0,0,0,0,66334.19662153983
8.63009,77.76981,333.65,0.4,0.37,2024-11-12,813,N,VIIRS,n,2.0NRT,301.28,1.66,D,VIIRS_SUOMI_NPP,373,20,Shrubland,FAILED_TILE,62587.98401994419,62.58798401994419,758873221,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,62587.98401994419,62.58798401994419,758873221,,Mining & Quarry,0,0,0,0,0,66320.11934801583
9.9609,77.73166,325.51,0.45,0.39,2024-11-13,756,N,VIIRS,n,2.0NRT,285.28,2.23,D,VIIRS_SUOMI_NPP,374,40,Cropland,COVERED,7953.546360892033,7.953546360892033,309653622,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,1,11175.144145392824,11.175144145392824,1268384969,,Power Plant,0,0,0,0,0,17143.18028354609
8.89287,77.77798,330.4,0.46,0.39,2024-11-13,756,N,VIIRS,n,2.0NRT,294.64,2.75,D,VIIRS_SUOMI_NPP,375,40,Cropland,FAILED_TILE,57011.724340407294,57.01172434040729,3148284509,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,57011.724340407294,57.01172434040729,3148284509,,Power Plant,0,0,0,0,0,60099.94047457672
8.61749,77.78497,330.76,0.46,0.39,2024-11-13,756,N,VIIRS,n,2.0NRT,297.79,3.08,D,VIIRS_SUOMI_NPP,376,30,Grassland,FAILED_TILE,63612.42970161801,63.61242970161801,758873221,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,63612.42970161801,63.61242970161801,758873221,,Mining & Quarry,0,0,0,0,0,68111.10758354129
13.1593,80.28202,306.01,0.57,0.43,2024-11-15,1953,N,VIIRS,n,2.0NRT,287.72,2.5,N,VIIRS_SUOMI_NPP,377,50,Built-up,FAILED_TILE,116329.906581395,116.329906581395,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122019.9308054929,122.0199308054929,1026841614,,Mining & Quarry,0,0,0,0,0,116329.906581395
11.18377,79.1026,307.39,0.43,0.62,2024-11-17,2055,N,VIIRS,n,2.0NRT,288.18,1.04,N,VIIRS_SUOMI_NPP,378,10,Tree cover,COVERED,355.2556785605288,0.3552556785605288,1468887795,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,1,1,1,1,1,355.2556785605288,0.3552556785605288,1468887795,,Power Plant,1,1,1,1,1,1095.7620555655878
12.87528,79.8847,330.09,0.4,0.37,2024-11-18,802,N,VIIRS,n,2.0NRT,297.49,1.89,D,VIIRS_SUOMI_NPP,379,40,Cropland,FAILED_TILE,77679.91762359122,77.67991762359122,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,77679.91762359122,77.67991762359122,1026841614,,Mining & Quarry,0,0,0,0,0,79213.00382429296
11.91846,79.64741,305.71,0.44,0.46,2024-11-18,2036,N,VIIRS,n,2.0NRT,291.32,1.05,N,VIIRS_SUOMI_NPP,380,50,Built-up,COVERED,453.5822434020712,0.4535822434020712,342136969,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,1401.6347167144602,1.4016347167144603,775148770,,Manufacturing & Industrial Works,0,0,1,1,1,487.19486760558635
11.81552,77.91557,301.63,0.52,0.41,2024-11-18,2036,N,VIIRS,n,2.0NRT,289.73,0.62,N,VIIRS_SUOMI_NPP,381,10,Tree cover,COVERED,308.624437117436,0.308624437117436,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,308.624437117436,0.308624437117436,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1571.8504506854406
11.81103,77.92401,306.19,0.39,0.36,2024-11-19,2018,N,VIIRS,n,2.0NRT,291.28,0.9,N,VIIRS_SUOMI_NPP,382,60,Bare/sparse vegetation,COVERED,494.6563590814819,0.4946563590814819,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,739.8301154598986,0.7398301154598986,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2446.005918949889
11.81158,77.92048,305.82,0.39,0.36,2024-11-19,2018,N,VIIRS,n,2.0NRT,290.75,0.71,N,VIIRS_SUOMI_NPP,383,10,Tree cover,COVERED,407.31500644210126,0.4073150064421013,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,407.31500644210126,0.4073150064421013,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,2059.7597356603915
11.81545,77.91749,304.77,0.39,0.36,2024-11-19,2018,N,VIIRS,n,2.0NRT,290.92,0.71,N,VIIRS_SUOMI_NPP,384,50,Built-up,COVERED,132.24974322528777,0.13224974322528776,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,132.24974322528777,0.13224974322528776,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1773.607614119488
13.0831,79.98327,311.39,0.39,0.36,2024-11-19,2018,N,VIIRS,n,2.0NRT,285.11,0.57,N,VIIRS_SUOMI_NPP,385,20,Shrubland,FAILED_TILE,102108.44248260662,102.10844248260662,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102505.48905854135,102.50548905854136,1026841614,,Mining & Quarry,0,0,0,0,0,102108.44248260662
13.42058,80.08909,303.21,0.48,0.4,2024-11-20,1957,N,VIIRS,n,2.0NRT,288.8,0.37,N,VIIRS_SUOMI_NPP,386,10,Tree cover,FAILED_TILE,140406.66464444032,140.40666464444033,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,141694.80729274763,141.69480729274764,1026841614,,Mining & Quarry,0,0,0,0,0,140406.66464444032
13.44849,80.09657,305.03,0.48,0.4,2024-11-20,1957,N,VIIRS,n,2.0NRT,291.34,0.7,N,VIIRS_SUOMI_NPP,387,40,Cropland,FAILED_TILE,143581.03266142812,143.5810326614281,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,144901.96313237096,144.90196313237095,1026841614,,Mining & Quarry,0,0,0,0,0,143581.03266142812
